2.747704369288124057e-05 1.470921175760270393e-13
2.811706625951744672e-05 9.566517029151136649e-13
2.877199686685783203e-05 3.185306739941242249e-12
2.944218276777941663e-05 6.924695616120278392e-12
3.012797930371790298e-05 1.226123981311670784e-11
3.082975009307410534e-05 1.929672895647936159e-11
3.154786722400964650e-05 2.813042439453816208e-11
3.228271145173280656e-05 3.886512684894064681e-11
3.303467240037981687e-05 5.159455634150821042e-11
3.380414876959908759e-05 6.640005408601322920e-11
3.459154854594680595e-05 8.345990530891325446e-11
3.539728921920685885e-05 1.027616125409555985e-10
3.622179800374952406e-05 1.245308925377086859e-10
3.706551206504588155e-05 1.487007595425351941e-10
3.792887875145917236e-05 1.754357388255715127e-10
3.881235583143463039e-05 2.047958239241058940e-10
3.971641173621410364e-05 2.368353586684011246e-10
4.064152580820496591e-05 2.716318704859240748e-10
4.158818855513353842e-05 3.091668273047392708e-10
4.255690191011878395e-05 3.495048068743398630e-10
4.354817949780398050e-05 3.925612591900669980e-10
4.456254690668729390e-05 4.381807731338001666e-10
4.560054196779547508e-05 4.865510121788999139e-10
4.666271503984952289e-05 5.373001685046114404e-10
4.774962930107183736e-05 5.904816515418685088e-10
4.886186104779054808e-05 6.456652493953251201e-10
4.999999999999998884e-05 7.028461355817070689e-10
5.057897271299490442e-05 7.320541607538388427e-10
5.116464961403767209e-05 7.615409619245288301e-10
5.175710833396714221e-05 7.914868834190990341e-10
5.235642740254491318e-05 8.216345834407867122e-10
5.296268625886447866e-05 8.522384588600534136e-10
5.357596526188034176e-05 8.825212866420716009e-10
5.419634570106018624e-05 9.131927969162879339e-10
5.482390980715924394e-05 9.438720277259660500e-10
5.545874076312004358e-05 9.746755792145789246e-10
5.610092271509813691e-05 1.005207645919362488e-09
5.675054078361569987e-05 1.035543150111660175e-09
5.740768107484407919e-05 1.065629647675536309e-09
5.807243069201718186e-05 1.095464661366774035e-09
5.874487774697652071e-05 1.124890220645202509e-09
5.942511137185093809e-05 1.153666005034405436e-09
6.011322173087064877e-05 1.182366841662980972e-09
6.080930003231838695e-05 1.210125186833807712e-09
6.151343854061905325e-05 1.237481780753743125e-09
6.222573058856921034e-05 1.263406151062773952e-09
6.294627058970830402e-05 1.288775215761204743e-09
6.367515405083314138e-05 1.313625389197949631e-09
6.441247758465673719e-05 1.336473886130974351e-09
6.515833892261499124e-05 1.358513743753452600e-09
6.591283692782035650e-05 1.378877488833788955e-09
6.667607160816619769e-05 1.398756143454161074e-09
6.744814412958265366e-05 1.416150265888066645e-09
6.822915682944618535e-05 1.432354024132999701e-09
6.901921323014417829e-05 1.446511517051980358e-09
6.981841805279679497e-05 1.459342702263480568e-09
7.062687723113775782e-05 1.470290630263261615e-09
7.144469792555517389e-05 1.479607502831444252e-09
7.227198853729638578e-05 1.486964845659072258e-09
7.310885872283590017e-05 1.491857789951458699e-09
7.395541940841035122e-05 1.494886689582864536e-09
7.481178280472162371e-05 1.495877994498998282e-09
7.567806242181034505e-05 1.494269222230995334e-09
7.655437308410142656e-05 1.490528636894110261e-09
7.744083094562412067e-05 1.484891958033091137e-09
7.833755350540748852e-05 1.477493813613924021e-09
7.924465962305569597e-05 1.466844729608293844e-09
8.016226953450208102e-05 1.454424885142810845e-09
8.109050486794647857e-05 1.440153382811808790e-09
8.202948865997692718e-05 1.424055086922437709e-09
8.297934537187796715e-05 1.405520317655903010e-09
8.394020090612792852e-05 1.385529060637337721e-09
8.491218262308728262e-05 1.363178128786614534e-09
8.589541935787945305e-05 1.339725354016614365e-09
