2.393150461613189841e-05 8.436701640423779981e-11
2.448894096842227708e-05 1.389467120706919256e-10
2.505936168136362570e-05 2.083123123145982865e-10
2.564306919956823707e-05 2.851617428068180219e-10
2.624037301248861295e-05 3.672921314222386877e-10
2.685158981851265889e-05 4.519574912021548654e-10
2.747704369288124057e-05 5.371818584776487495e-10
2.811706625951745350e-05 6.209966909080229027e-10
2.877199686685782864e-05 7.012990486437957733e-10
2.944218276777941324e-05 7.751315528099133793e-10
3.012797930371789620e-05 8.415353876071721562e-10
3.082975009307410534e-05 8.993672926648755552e-10
3.154786722400964650e-05 9.465740035169535919e-10
3.228271145173280656e-05 9.819491004117144964e-10
3.303467240037981687e-05 1.005791567490995416e-09
3.380414876959908759e-05 1.017052865343038791e-09
3.459154854594680595e-05 1.016799249935338478e-09
3.539728921920685885e-05 1.004582816134974401e-09
3.622179800374952406e-05 9.828801271465641504e-10
3.706551206504588155e-05 9.529951577192952008e-10
3.792887875145917236e-05 9.176235632887611540e-10
3.881235583143463039e-05 8.782579496347426767e-10
3.971641173621410364e-05 8.386595947553846316e-10
4.064152580820497269e-05 8.013382551340228301e-10
4.158818855513353842e-05 7.687062505649790094e-10
4.255690191011879072e-05 7.436234738777271850e-10
4.354817949780397373e-05 7.275075476868807666e-10
4.456254690668728712e-05 7.219109315080116218e-10
4.560054196779547508e-05 7.276843382311646417e-10
4.666271503984951611e-05 7.442045964380519142e-10
4.774962930107184414e-05 7.705267354672296179e-10
4.886186104779054808e-05 8.046283469009143093e-10
4.999999999999999562e-05 8.441982548997878159e-10
5.057897271299489764e-05 8.648556698945959879e-10
5.116464961403766531e-05 8.856948632603675471e-10
5.175710833396715576e-05 9.064855001679561822e-10
5.235642740254491996e-05 9.262625723495301572e-10
5.296268625886447188e-05 9.451200082233281092e-10
5.357596526188034176e-05 9.626255403619167460e-10
5.419634570106018624e-05 9.783777806402894123e-10
5.482390980715925750e-05 9.923633694934724288e-10
5.545874076312003680e-05 1.004189091319694395e-09
5.610092271509814368e-05 1.013463300044845959e-09
5.675054078361571342e-05 1.020501345398604313e-09
5.740768107484407919e-05 1.025631063503170144e-09
5.807243069201718186e-05 1.027839230795905660e-09
5.874487774697651393e-05 1.028501988311982542e-09
5.942511137185094486e-05 1.027177672584705865e-09
6.011322173087064877e-05 1.024565961384249639e-09
6.080930003231839372e-05 1.021342252634753890e-09
6.151343854061905325e-05 1.016880199062793168e-09
6.222573058856921034e-05 1.012320888931828287e-09
6.294627058970830402e-05 1.008141983894554844e-09
6.367515405083314138e-05 1.005007057261964096e-09
6.441247758465673719e-05 1.003101310314767683e-09
6.515833892261499124e-05 1.002521517154656184e-09
6.591283692782035650e-05 1.003979774833603533e-09
6.667607160816619769e-05 1.007571911958527215e-09
6.744814412958265366e-05 1.013622798877594826e-09
6.822915682944618535e-05 1.022145435881380034e-09
6.901921323014417829e-05 1.033262702713647518e-09
6.981841805279680852e-05 1.046186239403130752e-09
7.062687723113775782e-05 1.061156768736055997e-09
7.144469792555517389e-05 1.077812679926602785e-09
7.227198853729638578e-05 1.095411735887535659e-09
7.310885872283590017e-05 1.113649182204643792e-09
7.395541940841035122e-05 1.131833485019382830e-09
7.481178280472162371e-05 1.149624350799243981e-09
7.567806242181034505e-05 1.166433999365278163e-09
7.655437308410142656e-05 1.181125522252952888e-09
7.744083094562412067e-05 1.194118101591781312e-09
7.833755350540750207e-05 1.204926777808144901e-09
7.924465962305569597e-05 1.212833237491918276e-09
8.016226953450208102e-05 1.218686538077889458e-09
8.109050486794647857e-05 1.221863140523545445e-09
8.202948865997692718e-05 1.222911067521531840e-09
8.297934537187796715e-05 1.222172930776759562e-09
8.394020090612794207e-05 1.220621741407950082e-09
8.491218262308729617e-05 1.218439460044584680e-09
8.589541935787945305e-05 1.216289342794344013e-09
