2.393150461613189841e-05 9.350951676003965520e-11 9.079282743059413070e-13
2.448894096842227708e-05 1.543077663000697946e-10 1.010082743651990045e-12
2.505936168136362570e-05 2.310422051242363347e-10 1.116111701745451409e-12
2.564306919956823707e-05 3.165719446234463472e-10 1.225120699805964284e-12
2.624037301248861295e-05 4.075762341880495734e-10 1.335208884729014909e-12
2.685158981851265889e-05 5.016946902621761953e-10 1.444707322838291182e-12
2.747704369288124057e-05 5.962049971408732810e-10 1.551625083157177500e-12
2.811706625951745350e-05 6.892557898830359563e-10 1.653165323907446922e-12
2.877199686685782864e-05 7.783341511881938912e-10 1.747515362961464352e-12
2.944218276777941324e-05 8.603469264376445406e-10 1.831199969506651242e-12
3.012797930371789620e-05 9.337317948390168740e-10 1.902665388050389918e-12
3.082975009307410534e-05 9.987045226658014353e-10 1.958673625509921957e-12
3.154786722400964650e-05 1.050781509000110352e-09 1.996696301596213870e-12
3.228271145173280656e-05 1.090563392174397073e-09 2.014813632376961540e-12
3.303467240037981687e-05 1.116761763784745000e-09 2.011186708411779938e-12
3.380414876959908759e-05 1.129154808141591823e-09 1.985368514902047681e-12
3.459154854594680595e-05 1.128144771140940295e-09 1.937046733986843825e-12
3.539728921920685885e-05 1.114817335736034926e-09 1.867014388820561381e-12
3.622179800374952406e-05 1.090842022562609499e-09 1.777907098028021601e-12
3.706551206504588155e-05 1.057820489288437817e-09 1.672684720507949234e-12
3.792887875145917236e-05 1.017957920292365030e-09 1.556792535559169048e-12
3.881235583143463039e-05 9.750260227440820836e-10 1.435777461785261542e-12
3.971641173621410364e-05 9.304750371655197446e-10 1.317686214413712687e-12
4.064152580820497269e-05 8.894813973894418147e-10 1.211184540736197016e-12
4.158818855513353842e-05 8.532394270377261089e-10 1.125070080432374392e-12
4.255690191011879072e-05 8.252316839098572360e-10 1.068915973949386668e-12
4.354817949780397373e-05 8.071992361114347866e-10 1.051526154913609008e-12
4.456254690668728712e-05 8.011581074093755902e-10 1.080604839250062776e-12
4.560054196779547508e-05 8.076126447557352828e-10 1.162029376498072850e-12
4.666271503984951611e-05 8.258762257677343286e-10 1.298686778142240587e-12
4.774962930107184414e-05 8.550459569575749620e-10 1.489323340838036741e-12
4.886186104779054808e-05 8.931848891328467928e-10 1.729266808250747889e-12
4.999999999999999562e-05 9.367459117721065343e-10 2.008296669152990571e-12
5.057897271299489764e-05 9.598326662827585705e-10 2.158050468052808060e-12
5.116464961403766531e-05 9.830534452048682089e-10 2.312013948410349723e-12
5.175710833396715576e-05 1.006133771761736466e-09 2.467143785063777090e-12
5.235642740254491996e-05 1.028173569516790201e-09 2.621677794830415345e-12
5.296268625886447188e-05 1.048865131180766344e-09 2.771530627683657405e-12
5.357596526188034176e-05 1.068554697992723247e-09 2.914645571468013279e-12
5.419634570106018624e-05 1.086071554933042369e-09 3.047854122131579309e-12
5.482390980715925750e-05 1.101425758277682086e-09 3.168601413601963768e-12
5.545874076312003680e-05 1.114491206806814579e-09 3.273538836909157106e-12
5.610092271509814368e-05 1.124905628844750218e-09 3.360572245706561615e-12
5.675054078361571342e-05 1.132721452238308593e-09 3.427044209497926403e-12
5.740768107484407919e-05 1.138058629375314644e-09 3.472010965210458837e-12
5.807243069201718186e-05 1.140843028533114935e-09 3.492778788364844082e-12
5.874487774697651393e-05 1.141524505537878859e-09 3.489356889733628990e-12
5.942511137185094486e-05 1.140150765088999705e-09 3.461313729954811920e-12
6.011322173087064877e-05 1.137680281783419134e-09 3.409448374321871890e-12
6.080930003231839372e-05 1.133412492932506692e-09 3.335769908156333626e-12
6.151343854061905325e-05 1.128467806942422092e-09 3.240854732637457722e-12
6.222573058856921034e-05 1.123649928994780797e-09 3.129049485960446827e-12
6.294627058970830402e-05 1.119175880484284580e-09 3.003183752873169324e-12
6.367515405083314138e-05 1.115255413006551054e-09 2.867928750824735385e-12
6.441247758465673719e-05 1.113337778032309003e-09 2.728601310375747535e-12
6.515833892261499124e-05 1.112720197123705366e-09 2.589583129286907292e-12
6.591283692782035650e-05 1.114249910812020631e-09 2.457902237299383192e-12
6.667607160816619769e-05 1.118681288424751224e-09 2.338637426861966542e-12
6.744814412958265366e-05 1.125256546787074615e-09 2.237488792284210409e-12
6.822915682944618535e-05 1.134482732282913187e-09 2.160202107185833117e-12
6.901921323014417829e-05 1.146682227371117466e-09 2.111902651490048979e-12
6.981841805279680852e-05 1.161366398212353077e-09 2.095987257239496299e-12
7.062687723113775782e-05 1.177917872982111246e-09 2.116094969898492180e-12
7.144469792555517389e-05 1.196284679175061555e-09 2.173595211521715957e-12
7.227198853729638578e-05 1.215730403201376350e-09 2.268012098038655961e-12
7.310885872283590017e-05 1.236080890126752163e-09 2.399288565765431123e-12
7.395541940841035122e-05 1.256142413064555018e-09 2.562953135819164445e-12
7.481178280472162371e-05 1.275824662477753890e-09 2.754963936427971965e-12
7.567806242181034505e-05 1.294416799578826698e-09 2.968951364135681973e-12
7.655437308410142656e-05 1.311038090245784130e-09 3.197036144785618689e-12
7.744083094562412067e-05 1.325522681292909080e-09 3.428939255281612935e-12
7.833755350540750207e-05 1.337077219486033106e-09 3.658410658576101488e-12
7.924465962305569597e-05 1.346204362474879671e-09 3.872024565367954437e-12
8.016226953450208102e-05 1.352418302321040101e-09 4.061286450738052230e-12
8.109050486794647857e-05 1.355908935062180858e-09 4.216158848804626497e-12
8.202948865997692718e-05 1.357268553985330922e-09 4.329680283773878850e-12
8.297934537187796715e-05 1.356693500555187988e-09 4.395612618345794422e-12
8.394020090612794207e-05 1.354634429406398846e-09 4.410699215132283516e-12
8.491218262308729617e-05 1.352326355210131399e-09 4.372277004013933010e-12
8.589541935787945305e-05 1.349913070227922350e-09 4.284783056528805297e-12
8.689004143746880239e-05 1.348707726436230272e-09 4.153009245251050548e-12
8.789618069793464267e-05 1.348926817019525061e-09 3.985102738554990938e-12
8.891397050194613488e-05 1.351341527400684601e-09 3.792617558362241290e-12
8.994354575643935166e-05 1.356580258413807353e-09 3.588716066550368053e-12
9.098504293049911853e-05 1.364896209497450744e-09 3.389326238627280272e-12
9.203860007344770748e-05 1.375941087509212767e-09 3.209456407991483462e-12
9.310435683314326931e-05 1.389345769690407329e-09 3.065045507358224295e-12
9.418245447449009216e-05 1.405420659523813148e-09 2.967815035308897242e-12
9.527303589816240703e-05 1.423148313096240545e-09 2.930010706903229696e-12
