2.393150461613189841e-05 1.538004647700166850e-12 1.110222277870135694e-14
2.448894096842227708e-05 7.217194732683268501e-13 1.162515568634460290e-14
2.505936168136362570e-05 5.600173590812624909e-13 1.217267968961582837e-14
2.564306919956823707e-05 5.339041674808903300e-13 1.274597795029861942e-14
2.624037301248861295e-05 5.258090132723074920e-13 1.334626367679309443e-14
2.685158981851265889e-05 6.512786396894137437e-13 1.397279124273019886e-14
2.747704369288124057e-05 5.602029224021538098e-13 1.463078306447906792e-14
2.811706625951745350e-05 4.543739105459246912e-13 1.531974180017021764e-14
2.877199686685782864e-05 6.485365869470932029e-13 1.604112228198690101e-14
2.944218276777941324e-05 6.546522834083637725e-13 1.679645090805940695e-14
3.012797930371789620e-05 5.253037806687048375e-13 1.758736216910998572e-14
3.082975009307410534e-05 6.604382362249310280e-13 1.841545074864519663e-14
3.154786722400964650e-05 6.506558933887324306e-13 1.928249978316485522e-14
3.228271145173280656e-05 9.727987454551184660e-13 2.018748251893358229e-14
3.303467240037981687e-05 1.221017792474680477e-12 2.113782954037061460e-14
3.380414876959908759e-05 1.099797674259061539e-12 2.213292685798696214e-14
3.459154854594680595e-05 1.426889478381278763e-12 2.317477699275455754e-14
3.539728921920685885e-05 8.710012293210179704e-13 2.426562959147859661e-14
3.622179800374952406e-05 1.310192987023888089e-12 2.540478019916302980e-14
3.706551206504588155e-05 1.135326186075040829e-12 2.660041690375063189e-14
3.792887875145917236e-05 1.838043209385598702e-12 2.785230901007291456e-14
3.881235583143463039e-05 1.987834600581653224e-12 2.916301003214481315e-14
3.971641173621410364e-05 1.994119183568537296e-12 3.053531412249748277e-14
4.064152580820497269e-05 2.437178036168451663e-12 3.196896473784049825e-14
4.158818855513353842e-05 2.588577179424286828e-12 3.347305407172809992e-14
4.255690191011879072e-05 2.693961958915224888e-12 3.504781215686847055e-14
4.354817949780397373e-05 2.924891399676106355e-12 3.669654314618331733e-14
4.456254690668728712e-05 3.182866959208748116e-12 3.842272664637301485e-14
4.560054196779547508e-05 3.300495364265577911e-12 4.022998267663240891e-14
4.666271503984951611e-05 3.646932736633838962e-12 4.211845728991329448e-14
4.774962930107184414e-05 3.974963494259674580e-12 4.409914660615387723e-14
4.886186104779054808e-05 3.676835546688077241e-12 4.617281558601334937e-14
4.999999999999999562e-05 4.517532344249436121e-12 4.834387230676078957e-14
5.057897271299489764e-05 4.514943435050015537e-12 4.946727982661268991e-14
5.116464961403766531e-05 4.507332458510437777e-12 5.061675267533353499e-14
5.175710833396715576e-05 4.898376436128270334e-12 5.179288510941440554e-14
5.235642740254491996e-05 4.708860548876694893e-12 5.299628474611815720e-14
5.296268625886447188e-05 4.971644654246141304e-12 5.422758829694513455e-14
5.357596526188034176e-05 5.581680145106302346e-12 5.548307848026329827e-14
5.419634570106018624e-05 5.630957262717053026e-12 5.677197065218745222e-14
5.482390980715925750e-05 5.740447282942131720e-12 5.809073833996685329e-14
5.545874076312003680e-05 5.802106740953149011e-12 5.944007042042904591e-14
5.610092271509814368e-05 6.014739069058268105e-12 6.082067287469118559e-14
5.675054078361571342e-05 6.220688907843459847e-12 6.223326998641034528e-14
5.740768107484407919e-05 6.285752264044914126e-12 6.367858780803350230e-14
5.807243069201718186e-05 6.746216795181456924e-12 6.515746298871346349e-14
